item.position_in_return_form,item.code,item.composition,item.return_form_structure,item.label,financial_period.period,amount_type.code,amount_type.label,financial_year_end.year,period_length.length,demarcation.code,demarcation.label,total_assets.sum,renewal_of_existing.sum,new_assets.sum,repairs_maintenance.sum,asset_register_summary.sum
1,0100,,heading,INFRASTRUCTURE,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
2,0300,,line_item,"Roads, Pavements, Bridges & Storm Water",9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,14096136
3,0400,,line_item,Water Reservoirs & Reticulation,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,2219580
4,0500,,line_item,"Car Parks, Bus Terminals and Taxi Ranks",9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,35733
5,0600,,line_item,Electricity Reticulation,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,10122632
6,0700,,line_item,Sewerage Purification & Reticulation,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,5184776
7,0800,,line_item,Housing,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,1152451
8,0900,,line_item,Street Lighting,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
9,1000,,line_item,Refuse sites,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
10,1100,,line_item,Gas,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
11,1200,,line_item,Other,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,345265
12,1300,"sum(0300, 0400, 0500, 0600, 0700, 0800, 0900, 1000, 1100, 1200)",subtotal,Sub-total Infrastructure,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,33156573
13,1400,,heading,COMMUNITY,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
14,1500,,line_item,Establishment of Parks & Gardens,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
15,1600,,line_item,Sportsfields,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,23719
16,1700,,line_item,Community Halls,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,303430
17,1800,,line_item,Libraries,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
18,1900,,line_item,Recreational Facilities,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,109047
19,2000,,line_item,Clinics,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
20,2100,,line_item,Museums & Art Galleries,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
21,2200,,line_item,Other,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,665497
22,2300,"sum(1500, 1600, 1700, 1800, 1900, 2000, 2100, 2200)",subtotal,Sub-total Community,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,1101693
23,2310,,heading,HERITAGE ASSETS,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
24,2311,,line_item,Heritage Assets,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
25,2312,2311,subtotal,Sub-total Heritage Assets,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
26,2320,,heading,INVESTMENT PROPERTIES,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
27,2321,,line_item,Investment Properties,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
28,2322,2321,subtotal,Sub-total Investment Properties,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
29,2400,,heading,OTHER ASSETS,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
30,2500,,line_item,Other motor vehicles,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,343282
31,2600,,line_item,Plant & equipment,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,5555
32,2700,,line_item,Office equipment,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,2971158
33,2800,,line_item,Abattoirs,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
34,2900,,line_item,Markets,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,9848
35,3000,,line_item,Airports,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
36,3100,,line_item,Security Measures,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
37,3110,,line_item,Civic Land and Buildings,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
38,3120,,line_item,Other Land and Buildings,9,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,1064008
