item.position_in_return_form,item.code,item.composition,item.return_form_structure,item.label,financial_period.period,amount_type.code,amount_type.label,financial_year_end.year,period_length.length,demarcation.code,demarcation.label,total_assets.sum,renewal_of_existing.sum,new_assets.sum,repairs_maintenance.sum,asset_register_summary.sum
1,0100,,heading,INFRASTRUCTURE,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
2,0300,,line_item,"Roads, Pavements, Bridges & Storm Water",12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,9399057
3,0400,,line_item,Water Reservoirs & Reticulation,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,3248415
4,0500,,line_item,"Car Parks, Bus Terminals and Taxi Ranks",12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,1240201
5,0600,,line_item,Electricity Reticulation,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,14606007
6,0700,,line_item,Sewerage Purification & Reticulation,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,10829043
7,0800,,line_item,Housing,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,2398364
8,0900,,line_item,Street Lighting,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,951570
9,1000,,line_item,Refuse sites,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,451582
10,1100,,line_item,Gas,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
11,1200,,line_item,Other,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
12,1300,"sum(0300, 0400, 0500, 0600, 0700, 0800, 0900, 1000, 1100, 1200)",subtotal,Sub-total Infrastructure,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,43124239
13,1400,,heading,COMMUNITY,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
14,1500,,line_item,Establishment of Parks & Gardens,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,151500
15,1600,,line_item,Sportsfields,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,166131
16,1700,,line_item,Community Halls,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,488167
17,1800,,line_item,Libraries,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
18,1900,,line_item,Recreational Facilities,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,376864
19,2000,,line_item,Clinics,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,107706
20,2100,,line_item,Museums & Art Galleries,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
21,2200,,line_item,Other,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
22,2300,"sum(1500, 1600, 1700, 1800, 1900, 2000, 2100, 2200)",subtotal,Sub-total Community,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,1290368
23,2310,,heading,HERITAGE ASSETS,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
24,2311,,line_item,Heritage Assets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
25,2312,2311,subtotal,Sub-total Heritage Assets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
26,2320,,heading,INVESTMENT PROPERTIES,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
27,2321,,line_item,Investment Properties,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
28,2322,2321,subtotal,Sub-total Investment Properties,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
29,2400,,heading,OTHER ASSETS,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
30,2500,,line_item,Other motor vehicles,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,11553540
31,2600,,line_item,Plant & equipment,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,335431
32,2700,,line_item,Office equipment,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,2013976
33,2800,,line_item,Abattoirs,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
34,2900,,line_item,Markets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,205076
35,3000,,line_item,Airports,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
36,3100,,line_item,Security Measures,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
37,3110,,line_item,Civic Land and Buildings,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,413901
38,3120,,line_item,Other Land and Buildings,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,20351
39,3200,,line_item,Other,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,4532835
40,3300,"sum(2500, 2600, 2700, 2800, 2900, 3000, 3100, 3110, 3120, 3200)",subtotal,Sub-total Other Assets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,19075110
41,3400,,heading,SPECIALISED VEHICLES,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
42,3500,,line_item,Refuse,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
43,3600,,line_item,Fire,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,1786149
44,3700,,line_item,Conservancy,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
45,3800,,line_item,Ambulances,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
46,3900,,line_item,Buses,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
47,4000,"sum(3500, 3600, 3700, 3800, 3900)",subtotal,Sub-total Specialised Vehicles,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,1786149
48,4010,,heading,AGRICULTURAL ASSETS,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
49,4011,,line_item,Agricultural Assets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
50,4012,4011,subtotal,Sub-total Agricultural Assets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
51,4020,,heading,BIOLOGICAL ASSETS,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
52,4021,,line_item,Biological Assets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
53,4022,3021,subtotal,Sub-total Biological Assets,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
54,4030,,heading,INTANGIBLES,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
55,4031,,line_item,Intangibles,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
56,4032,4031,subtotal,Sub-total Intangibles,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
57,4100,"sum(1300, 2300, 2312, 2322, 3300, 4000, 4012, 4022, 4032)",subtotal,TOTAL,12,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,65275866
