item.position_in_return_form,item.code,item.composition,item.return_form_structure,item.label,financial_period.period,amount_type.code,amount_type.label,financial_year_end.year,period_length.length,demarcation.code,demarcation.label,total_assets.sum,renewal_of_existing.sum,new_assets.sum,repairs_maintenance.sum,asset_register_summary.sum
1,0100,,heading,INFRASTRUCTURE,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
2,0300,,line_item,"Roads, Pavements, Bridges & Storm Water",4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,2067490
3,0400,,line_item,Water Reservoirs & Reticulation,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,904292
4,0500,,line_item,"Car Parks, Bus Terminals and Taxi Ranks",4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,2523290
5,0600,,line_item,Electricity Reticulation,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
6,0700,,line_item,Sewerage Purification & Reticulation,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,4051310
7,0800,,line_item,Housing,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,17413
8,0900,,line_item,Street Lighting,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
9,1000,,line_item,Refuse sites,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
10,1100,,line_item,Gas,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
11,1200,,line_item,Other,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
12,1300,"sum(0300, 0400, 0500, 0600, 0700, 0800, 0900, 1000, 1100, 1200)",subtotal,Sub-total Infrastructure,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,9563795
13,1400,,heading,COMMUNITY,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
14,1500,,line_item,Establishment of Parks & Gardens,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
15,1600,,line_item,Sportsfields,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,433419
16,1700,,line_item,Community Halls,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,79386
17,1800,,line_item,Libraries,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
18,1900,,line_item,Recreational Facilities,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
19,2000,,line_item,Clinics,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,60999
20,2100,,line_item,Museums & Art Galleries,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
21,2200,,line_item,Other,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,566978
22,2300,"sum(1500, 1600, 1700, 1800, 1900, 2000, 2100, 2200)",subtotal,Sub-total Community,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,1140782
23,2310,,heading,HERITAGE ASSETS,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
24,2311,,line_item,Heritage Assets,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
25,2312,2311,subtotal,Sub-total Heritage Assets,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
26,2320,,heading,INVESTMENT PROPERTIES,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
27,2321,,line_item,Investment Properties,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
28,2322,2321,subtotal,Sub-total Investment Properties,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
29,2400,,heading,OTHER ASSETS,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
30,2500,,line_item,Other motor vehicles,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
31,2600,,line_item,Plant & equipment,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,23538
32,2700,,line_item,Office equipment,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,57786
33,2800,,line_item,Abattoirs,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
34,2900,,line_item,Markets,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
35,3000,,line_item,Airports,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
36,3100,,line_item,Security Measures,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
37,3110,,line_item,Civic Land and Buildings,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
38,3120,,line_item,Other Land and Buildings,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
39,3200,,line_item,Other,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
40,3300,"sum(2500, 2600, 2700, 2800, 2900, 3000, 3100, 3110, 3120, 3200)",subtotal,Sub-total Other Assets,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,81324
41,3400,,heading,SPECIALISED VEHICLES,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,
42,3500,,line_item,Refuse,4,ACT,Actual,2012,month,BUF,Buffalo City,0,,0,,1602730
