item.position_in_return_form,item.code,item.composition,item.return_form_structure,item.label,financial_period.period,amount_type.code,amount_type.label,financial_year_end.year,period_length.length,demarcation.code,demarcation.label,total_assets.sum,renewal_of_existing.sum,new_assets.sum,repairs_maintenance.sum,asset_register_summary.sum
1,0100,,heading,INFRASTRUCTURE,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
2,0300,,line_item,"Roads, Pavements, Bridges & Storm Water",5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,6369081
3,0400,,line_item,Water Reservoirs & Reticulation,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,4253077
4,0500,,line_item,"Car Parks, Bus Terminals and Taxi Ranks",5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,109368
5,0600,,line_item,Electricity Reticulation,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,1272066
6,0700,,line_item,Sewerage Purification & Reticulation,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,7642709
7,0800,,line_item,Housing,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,2129060
8,0900,,line_item,Street Lighting,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
9,1000,,line_item,Refuse sites,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
10,1100,,line_item,Gas,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
11,1200,,line_item,Other,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,34882
12,1300,"sum(0300, 0400, 0500, 0600, 0700, 0800, 0900, 1000, 1100, 1200)",subtotal,Sub-total Infrastructure,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,21810243
13,1400,,heading,COMMUNITY,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
14,1500,,line_item,Establishment of Parks & Gardens,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,13877
15,1600,,line_item,Sportsfields,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
16,1700,,line_item,Community Halls,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,520545
17,1800,,line_item,Libraries,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
18,1900,,line_item,Recreational Facilities,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,145624
19,2000,,line_item,Clinics,5,ACT,Actual,2013,month,BUF,Buffalo City,0,,0,,
